id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,cat_id
BUSAPPWNSAME,2020-12-05,2020-12-05,Business Applications for Maine,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:56-06,1,4,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMEYY,2020-12-05,2020-12-05,Business Applications for Maine,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:25-06,3,4,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMI,2020-12-05,2020-12-05,Business Applications for Michigan,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:56-06,1,2,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMIYY,2020-12-05,2020-12-05,Business Applications for Michigan,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:25-06,1,2,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMN,2020-12-05,2020-12-05,Business Applications for Minnesota,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:56-06,4,10,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMNYY,2020-12-05,2020-12-05,Business Applications for Minnesota,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:25-06,3,10,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMO,2020-12-05,2020-12-05,Business Applications for Missouri,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:56-06,1,2,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMOYY,2020-12-05,2020-12-05,Business Applications for Missouri,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:25-06,1,2,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMS,2020-12-05,2020-12-05,Business Applications for Mississippi,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:56-06,1,1,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMSYY,2020-12-05,2020-12-05,Business Applications for Mississippi,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:25-06,1,1,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
BUSAPPWNSAMT,2020-12-05,2020-12-05,Business Applications for Montana,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:56-06,1,1,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
